Date,Event Name,Placement,Earning
06-May-2019,"HK$ 500,000 No Limit Hold'em - 6-Handed (Event #2)Triton Poker Super High Roller Series Montenegro, Budva",2nd,"$ 1,155,694"
29-Apr-2019,"€ 5,300 No Limit Hold'em - EPT Main Event (Event #15)European Poker Tour - EPT Monte Carlo, Monte Carlo",120th,"HK$ 7,430,000"
15-Jan-2019,"$ 10,300 No Limit Hold'em (Event #38)PokerStars Caribbean Adventure - PCA 2019, Paradise Island",12th,"$ 947,028"
16-Dec-2018,"€ 10,300 No Limit Hold'em - EPT Prague High Roller #34European Poker Tour - EPT Prague, Prague",5th,"$ 9,887"
07-Dec-2018,"€ 10,300 No Limit Hold'em - 8 Handed #2European Poker Tour - EPT Prague, Prague",4th,"$ 19,020"
22-Aug-2018,"€ 10,300 No Limit Hold'em (Event #5)European Poker Tour - EPT Barcelona, Barcelona",12th,"$ 175,314"
23-Mar-2018,"HK$ 100,000 No Limit Hold'em - APPT High Roller (Event #18)Asia Pacific Poker Tour - APPT Macau, Macau",22nd,"$ 48,152"
13-Jan-2018,"$ 24,700 + 300 #33 No Limit Hold'emPokerStars Caribbean Adventure - PCA 2018, Paradise Island",1st,"$ 24,569"
05-Jan-2018,"No Limit Hold'em - PokerStars Championship Player of the Year powered by GPI PokerStars Caribbean Adventure - PCA 2018, Paradise Island",5th,"HK$ 200,000"
14-Dec-2017,"€ 2,200 No Limit Hold'em ( Event #26)PokerStars Championship Prague, Prague",48th,"$ 25,487"
21-Oct-2017,"HK$ 776,000 + 24,000 No Limit Hold'em - Super High Roller2017 Asia Championship of Poker (ACOP), Macau",4th,"$ 73,785"
03-May-2017,"€ 25,750 No Limit Hold'em - PokerStars Championship High Roller Eight Max (Event 57)PokerStars Championship presented by Monte-Carlo Casino, Monte Carlo",21st,"$ 4,482"
30-Apr-2017,"€ 50,000 No Limit Hold'em -  Eight Max Shot Clock (Event 32)PokerStars Championship presented by Monte-Carlo Casino, Monte Carlo",2nd,"HK$ 5,978,000"
27-Apr-2017,"€ 100,000 No Limit Hold'em -  Super High Roller Eight Max (Event 15)PokerStars Championship presented by Monte-Carlo Casino, Monte Carlo",3rd,"$ 766,113"
20-Apr-2017,"£ 2,500 + 200 No Limit Hold'em - 8 Maxpartypoker LIVE - partypoker MILLIONS Dusk Till Dawn, Nottingham",37th,"$ 54,994"
15-Mar-2017,"$ 1,100 No Limit Hold'em - Turbo (Event #24)PokerStars Championship Panama, Panama City",2nd,"$ 710,108"
11-Mar-2017,"$ 50,000 No Limit Hold'em - PokerStars Championship Super High Roller (Event #5)PokerStars Championship Panama, Panama City",2nd,"$ 908,595"
12-Jan-2017,"$ 25,000 + 750 No Limit Hold'em - PokerStars Championship High Roller (Event #66)PokerStars Championship Bahamas, Paradise Island",12th,"$ 7,693"
09-Jan-2017,"$ 48,500 + 1,500 No Limit Hold'em (Event #35)PokerStars Championship Bahamas, Paradise Island",8th,"$ 14,280"
19-Dec-2016,"€ 5,000 + 200 No Limit Hold'em - Turbo 6-Handed (Event #98)European Poker Tour - EPT Prague, Prague",4th,"$ 372,360"
11-Nov-2016,"HK$ 240,000 + 10,000 No Limit Hold'em - High Roller (Event #14)2016 Asia Championship of Poker (ACOP), Macau",3rd,"$ 66,220"
20-Aug-2016,"€ 48,500 + 1,500 No Limit Hold'em - Super High Roller 8 Handed (Event #16)European Poker Tour - EPT Barcelona, Barcelona",7th,"$ 125,900"
05-May-2016,"€ 2,000 + 200 No Limit Hold'em - 8 Handed #70European Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",19th,"$ 26,972"
20-Feb-2016,"€ 2,000 + 150 #66 No Limit Hold'em Turbo - 6 HandedEuropean Poker Tour - EPT Dublin, Dublin",7th,"HK$ 2,279,000"
09-Jan-2016,"$ 50,000 #38 No Limit Hold'em -  High Roller 8-HandedPokerStars Caribbean Adventure - PCA 2016, Paradise Island",6th,"$ 293,840"
08-Dec-2015,"€ 48,500 + 1,500 #19 No Limit Hold'em - Super High RollerEuropean Poker Tour - EPT Prague, Prague",6th,"$ 263,515"
28-Aug-2015,"€ 10,000 + 300 No Limit Hold'em - High Roller 8Max #58European Poker Tour - EPT Barcelona, Barcelona",42nd,"$ 5,930"
08-May-2015,"€ 2,000 + 150 No Limit Hold'em - Turbo '8 Handed' (Event #78)European Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",11th,"$ 8,590"
01-May-2015,"€ 2,000 + 200 No Limit Hold'em - FPS High Roller (Event #19)European Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",37th,"$ 235,460"
26-Mar-2015,"€ 10,000 + 300 #53 No Limit Hold'em - High RollerEuropean Poker Tour - EPT Malta, St. Julian’s",28th,"$ 186,672"
22-Mar-2015,"€ 5,000 + 300 #27 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT Malta, St. Julian’s",82nd,"$ 23,715"
