Date,Event Name,Placement,Earning
10-Jan-2019,"$ 100,000 No Limit Hold'em - PCA Super High Roller (Event #18)PokerStars Caribbean Adventure - PCA 2019, Paradise Island",5th,"$ 485,300"
17-Dec-2018,"$ 300,000 No Limit Hold'emSuper High Roller Bowl, Las Vegas",4th,"$ 1,188,000"
12-Nov-2018,"$ 50,000 No Limit Hold'em - Super High Rollerpartypoker LIVE - partypoker Caribbean Poker Party, Nassau",4th,"$ 299,000"
30-May-2018,"$ 10,000 No Limit Hold'em - Super Turbo Bounty (Event #2)49th World Series of Poker - WSOP 2018, Las Vegas",17th,"$ 14,300"
08-Jul-2017,"$ 24,000 + 1,000 No Limit Hold'em - High RollerAria High Roller 66, Las Vegas",1st,"$ 393,120"
30-Jun-2017,"$ 25,000 No Limit Hold'em - High Roller2017 Bellagio High Roller 12, Las Vegas",1st,"$ 218,400"
15-Oct-2016,"€ 9,300 + 700 No Limit Hold'em/Pot Limit Omaha 6-Max The Monte-Carlo One Drop Extravaganza, Monte Carlo",1st,"$ 40,989"
30-Jun-2016,"$ 3,000 No Limit Hold'em (Event #52)47th World Series of Poker - WSOP 2016, Las Vegas",94th,"$ 5,341"
08-Jan-2016,"$ 5,300 #26 No Limit Hold'em - PCA Main EventPokerStars Caribbean Adventure - PCA 2016, Paradise Island",81st,"$ 10,840"
29-Jun-2015,"$ 25,000 Pot Limit Omaha High Roller (Event #60)46th World Series of Poker - WSOP 2015, Las Vegas",10th,"$ 89,234"
03-May-2015,"€ 2,000 + 150 No Limit Hold'em - Turbo Bounty 8 Handed (Event #40)European Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",4th,"$ 14,215"
06-Oct-2014,"£ 60,000 No Limit Texas Hold'em Main EventWorld Poker Tour - WPT Alpha8 London, London",3rd,"$ 357,428"
10-Oct-2013,"£ 10,000 + 300 No Limit Hold'em - High RollerEuropean Poker Tour - EPT London, London",9th,"$ 57,875"
17-Mar-2013,"$ 125,000 No Limit Hold'em PartyPoker.com Premier League Poker VI, London",8th,"$ 101,000"
01-Oct-2012,"€ 1,000 + 100 Effel Tower Mixed Max EventWorld Series Of Poker Europe - WSOPE 2012, Cannes",3rd,"$ 4,227"
01-May-2012,"€ 10,000 + 300 No Limit Hold'em - 6 Max Turbo High RollerEuropean Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",1st,"$ 294,416"
30-Sep-2011,"£ 5,000 + 250 No Limit Hold'em - Main EventEuropean Poker Tour - EPT London, London",94th,"$ 11,722"
01-Jul-2010,"$ 1,000 No Limit Hold'em41st World Series of Poker - WSOP 2010, Las Vegas",316th,"$ 2,110"
12-Mar-2009,"£ 500 + 35 No Limit Hold'emEmpire March Poker Festival, London",1st,"$ 21,695"
27-Sep-2008,"£ 10,000 + 350 World Championship No Limit Hold'emWorld Series Of Poker Europe - WSOPE 2008, London",13th,"$ 82,297"
01-Jul-2008,"$ 300 + 30 No Limit Hold'emDeep Stack Extravaganza III, Las Vegas",18th,"$ 1,496"
15-May-2008,"€ 10,000 Grand Prix De Paris - No Limit Hold'emRendez Vous A Paris 2008, Paris",3rd,"$ 244,936"
03-Jul-2007,"$ 500 No Limit Hold'em2007 CEO Poker Tour, Las Vegas",11th,"$ 1,911"
