Date,Event Name,Placement,Earning
17-Jun-2015,"$ 10,000 No Limit Hold'em Six Handed Championship (Event #37)46th World Series of Poker - WSOP 2015, Las Vegas",28th,"$ 23,715"
01-Feb-2015,"€ 5,000 + 300 #11 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT Deauville, Deauville",31st,"$ 17,456"
07-Jan-2015,"$ 2,643 + 357 #2 No Limit Hold'em - LAPT Bahamas Main EventPokerStars Caribbean Adventure - PCA 2015, Paradise Island",93rd,"$ 16,342"
12-Oct-2014,"£ 4,000 + 250 #16 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT London, London",80th,"$ 5,340"
10-Jun-2014,"$ 5,000 No Limit Hold'em - Six Handed (Event #24)45th World Series of Poker - WSOP 2014, Las Vegas",49th,"$ 12,456"
23-Mar-2014,"€ 5,000 + 300 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT Vienna, Vienna",119th,"$ 9,509"
25-Jan-2014,"€ 2,250 + 250 No Limit Hold'em - FPS High RollerEuropean Poker Tour - EPT Deauville, Deauville",32nd,"$ 13,170"
16-Dec-2013,"€ 10,000 + 300 No Limit Hold'em - EPT High RollerEuropean Poker Tour - EPT Prague, Prague",23rd,"$ 6,158"
16-Nov-2013,"€ 1,000 + 100 No Limit Hold'em - Main EventFrance Poker Series - FPS Paris, Paris",4th,"$ 25,968"
20-Jun-2013,"$ 1,500 No Limit Hold'em - Shootout (Event #36)44th World Series of Poker - WSOP 2013, Las Vegas",111th,"$ 70,677"
04-Jun-2013,"HK$ 250,000 No Limit Hold'em - Warm UpGuangDong Asia Millions, Macau",4th,"$ 5,556"
19-Apr-2013,"€ 1,000 + 100 No Limit Hold'em - TurboEuropean Poker Tour - EPT Berlin, Berlin",18th,"HK$ 1,289,000"
04-Mar-2013,"$ 7,150 + 350 No Limit Hold'em - Main EventWorld Poker Tour - WPT Bay 101 Shooting Star, San Jose",15th,"$ 166,038"
09-Dec-2012,"€ 5,000 + 300 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT Prague, Prague",100th,"$ 2,884"
18-Nov-2012,"€ 3,000 No Limit Hold'em - High RollerFrance Poker Series - FPS Paris, Paris",5th,"$ 37,780"
26-Sep-2012,"€ 10,000 + 450 No Limit Hold'em - Mixed Max (Event #5)World Series Of Poker Europe - WSOPE 2012, Cannes",13th,"$ 10,456"
16-Jun-2012,"$ 10,000 H.O.R.S.E. (Event #32)43rd World Series of Poker - WSOP 2012, Las Vegas",16th,"$ 12,336"
08-Jun-2012,"$ 10,000 Pot Limit Hold'em (Event #17)43rd World Series of Poker - WSOP 2012, Las Vegas",18th,"$ 26,671"
20-Apr-2012,"€ 10,000 + 300 No Limit Hold'em - 8 Max Re-EntryEuropean Poker Tour - EPT Berlin, Berlin",1st,"$ 19,542"
24-Mar-2012,"€ 2,700 + 300 No Limit Hold'em - High RollerFrance Poker Series - FPS Evian, Rhone-Alps",3rd,"$ 23,876"
26-Feb-2012,"$ 25,000 No Limit Hold'em - High Roller Event2012 L.A. Poker Classic, Los Angeles",4th,"$ 301,992"
07-Dec-2011,"€ 2,000 + 150 No Limit Hold'emEuropean Poker Tour - EPT Prague, Prague",20th,"$ 17,482"
24-Nov-2011,"€ 3,000 No Limit Hold'em - Main EventWorld Poker Tour - WPT Marrakech, Marrakech",8th,"$ 72,550"
06-Oct-2011,"£ 10,000 + 300 No Limit Hold'em - Six Max High Roller TurboEuropean Poker Tour - EPT London, London",5th,"$ 6,895"
27-Jun-2011,"$ 10,000 No Limit Hold'em - Six Handed Championship42nd World Series of Poker - WSOP 2011, Las Vegas",3rd,"$ 27,327"
09-Jun-2011,"$ 10,000 No Limit Deuce To Seven Draw World Championship42nd World Series of Poker - WSOP 2011, Las Vegas",11th,"$ 70,803"
