Date,Event Name,Placement,Earning
25-Oct-2006,"C$ 10,000 + 300 WPT North American Poker ChampionshipsNorth American Poker Championships, Niagara Falls",5th,"$ 3,945"
07-Aug-2006,"$ 10,000 + 300 Bellagio Cup II - No Limit Hold'emBellagio Cup II, Las Vegas",45th,"$ 5,535"
20-Jul-2006,"$ 5,000 Short Handed No Limit Hold'em37th World Series of Poker - WSOP 2006, Las Vegas",17th,"$ 16,496"
03-Jul-2006,"$ 2,000 Limit Omaha Hi/Lo37th World Series of Poker - WSOP 2006, Las Vegas",28th,"$ 17,212"
22-Jun-2006,"$ 120,000 No Limit Hold'em$120,000 Full Tilt Poker Pro Showdown, Las Vegas",5th,"$ 11,629"
14-May-2006,"$ 10,000 + 200 WPT Main Event - No Limit Hold'emThe Mirage Poker Showdown, Las Vegas",27th,"$ 9,708"
29-Jan-2006,"$ 9,700 + 300 WPT Championship Event - No Limit Hold'emWorld Poker Tour - WPT Borgata Winter Open, Atlantic City",35th,"$ 5,879"
06-Dec-2005,"$ 9,700 + 300 Championship Event - No Limit Hold'emWSOP Circuit - WSOPC Atlantic City, Atlantic City",2nd,"$ 112,749"
23-Nov-2005,"Consolation Tournament - Monte Carlo Millions Gold2005 Monte Carlo Millions, Monte Carlo",1st,"$ 120,000"
04-Oct-2005,"$ 9,700 + 300 Main Event - No Limit Hold'em2005 United States Poker Championship, Atlantic City",5th,"C$ 217,320"
25-Jul-2005,"$ 10,000 + 200 Main Event - No Limit Hold'emUltimate Poker Challenge, Las Vegas",13th,"$ 193,003"
29-Jun-2005,"$ 5,000 Short Handed No Limit Hold'em36th World Series of Poker - WSOP 2005, Las Vegas",17th,"$ 12,470"
17-Jun-2005,"$ 1,500 No Limit Hold'em Shootout36th World Series of Poker - WSOP 2005, Las Vegas",66th,"$ 19,063"
07-Jun-2005,"$ 2,500 Short Handed No Limit Hold'em36th World Series of Poker - WSOP 2005, Las Vegas",17th,"$ 4,268"
05-Apr-2005,"$ 1,500 + 70 No Limit Hold'emThird Annual Five-Star World Poker Classic, Las Vegas",5th,"$ 20,346"
09-Dec-2004,"$ 2,500 + 100 Pot Limit Hold'emFive-Diamond World Poker Classic, Las Vegas",11th,"$ 14,783"
04-Dec-2004,"$ 1,500 + 70 Pot Limit Hold'emFive-Diamond World Poker Classic, Las Vegas",14th,"$ 186,240"
09-Nov-2004,"PPT No Limit Hold'em Final Day2004 World Poker Finals, Mashantucket",1st,"$ 98,212"
19-Oct-2004,"$ 10,000 + 200 The Doyle Brunson North American No Limit Hold'em Poker Championship2004 Festa al Lago III Poker Tournament, Las Vegas",6th,"$ 11,000"
10-Oct-2004,"$ 1,500 + 70 No Limit Hold'em Final Day2004 Festa al Lago III Poker Tournament, Las Vegas",3rd,"$ 11,320"
29-Jul-2004,"$ 10,000 + 200 No Limit Hold'em Final Day2004 Mirage Poker Showdown, Las Vegas",4th,"$ 2,155"
19-May-2004,"$ 5,000 Pot Limit Omaha35th World Series of Poker - WSOP 2004, Las Vegas",17th,"$ 10,085"
