Date,Event Name,Placement,Earning
22-Apr-2020,"$ 10,000 + 300 No Limit Hold'em - Poker Masters #22 (ONLINE)Poker Masters Online, Online",7th,"$ 25,025"
19-Apr-2020,"$ 10,000 + 300 No Limit Hold'em - 6 Max - Poker Masters #16 (ONLINE)Poker Masters Online, Online",6th,"$ 99,000"
16-Apr-2020,"$ 10,000 + 300 No Limit Hold'em - 6 Max - Poker Masters #09 (ONLINE)Poker Masters Online, Online",6th,"$ 33,150"
11-Dec-2019,"€ 5,300 No Limit Hold'em - EPT Prague Main Event (Event #20)European Poker Tour - EPT Prague, Prague",60th,"$ 16,147"
18-Oct-2019,"€ 25,500 No Limit Short Deck Hold'em - High Roller (Event #6)World Series of Poker Europe - WSOPE 2019, Rozvadov",8th,"$ 99,304"
26-Aug-2019,"€ 5,300 No Limit Hold'em - EPT Main Event (Event #22)European Poker Tour - EPT Barcelona, Barcelona",235th,"$ 10,186"
24-Jun-2019,"$ 50,000 Poker Players Championship (Event #58)50th World Series of Poker - WSOP 2019, Las Vegas",9th,"$ 93,764"
23-Jun-2019,"$ 1,000 No Limit Hold'em - WSOP.com Online Double Stack (Event #55)50th World Series of Poker - WSOP 2019, Las Vegas",4th,"$ 75,094"
15-Jun-2019,"$ 3,000 No Limit Hold'em - Shootout (Event #36)50th World Series of Poker - WSOP 2019, Las Vegas",11th,"$ 6,099"
05-Jun-2019,"$ 1,500 No Limit Hold'em - 6-Handed (Event #16)50th World Series of Poker - WSOP 2019, Las Vegas",152nd,"$ 2,550"
29-Apr-2019,"€ 5,300 No Limit Hold'em - EPT Main Event (Event #15)European Poker Tour - EPT Monte Carlo, Monte Carlo",31st,"$ 22,460"
14-Jan-2019,"$ 25,000 No Limit Hold'em - PCA High Roller (Event #33)PokerStars Caribbean Adventure - PCA 2019, Paradise Island",16th,"$ 53,900"
31-Aug-2018,"€ 10,300 No Limit Hold'em - High Roller (Event #27)European Poker Tour - EPT Barcelona, Barcelona",19th,"$ 46,261"
25-Aug-2018,"€ 1,100 No Limit Hold'em - Hyper Turbo (Event #10)European Poker Tour - EPT Barcelona, Barcelona",6th,"$ 20,285"
23-Jun-2018,"$ 10,000 Pot Limit Omaha - Championship (Event #49)49th World Series of Poker - WSOP 2018, Las Vegas",15th,"$ 34,256"
10-Jun-2018,"$ 10,000 No Limit 2-7 Lowball Draw Championship (Event #23)49th World Series of Poker - WSOP 2018, Las Vegas",3rd,"$ 114,023"
27-Apr-2018,"€ 2,200 No Limit Hold'em - EPT National High Roller #9European Poker Tour - EPT Monte Carlo, Monte Carlo",2nd,"$ 132,416"
01-Nov-2017,"€ 25,000 No Limit Hold'em - High Roller (Event #9)World Series of Poker Europe - WSOPE 2017, Rozvadov",13th,"$ 50,593"
21-Aug-2017,"€ 5,300 No Limit Hold'em - PokerStars Championship Main Event  #18PokerStars Championship Barcelona, Barcelona",211th,"$ 11,049"
05-Jul-2017,"$ 25,000 Pot Limit Omaha - High Roller (Event #67)48th World Series of Poker - WSOP 2017, Las Vegas",6th,"$ 197,007"
21-Jun-2017,"$ 10,000 No Limit Hold'em - 6 Handed Championship (Event #42)48th World Series of Poker - WSOP 2017, Las Vegas",8th,"$ 69,578"
11-Jun-2017,"$ 10,000 No Limit 2-7 Lowball Draw Championship (Event #22)48th World Series of Poker - WSOP 2017, Las Vegas",9th,"$ 19,187"
02-Jun-2017,"$ 111,111 No Limit Hold'em - High Roller for One Drop (Event #6)48th World Series of Poker - WSOP 2017, Las Vegas",3rd,"$ 1,608,295"
18-Apr-2017,"£ 5,000 + 300 No Limit Hold'em - partypoker MILLIONS Livepartypoker LIVE - partypoker MILLIONS Dusk Till Dawn, Nottingham",205th,"$ 9,412"
15-Mar-2017,"$ 25,500 No Limit Hold'em (Event #21)PokerStars Championship Panama, Panama City",5th,"$ 97,020"
11-Jan-2017,"$ 25,000 + 500 No Limit Hold'em - Shot Clock (Event #96)PokerStars Championship Bahamas, Paradise Island",2nd,"$ 354,424"
18-Oct-2016,"€ 10,000 + 300 No Limit Hold'em - 8 Handed (Event #1)European Poker Tour - EPT Malta, St. Julian’s",3rd,"$ 89,516"
17-Aug-2016,"€ 10,000 + 300 No Limit Hold'em (Event #7)European Poker Tour - EPT Barcelona, Barcelona",13th,"$ 37,930"
26-Jun-2016,"$ 1,500 Mixed No Limit Hold'em/Pot-Limit Omaha (Event #45)47th World Series of Poker - WSOP 2016, Las Vegas",91st,"$ 2,437"
15-Jun-2016,"$ 2,000 No Limit Hold'em (Event #23)47th World Series of Poker - WSOP 2016, Las Vegas",158th,"$ 3,147"
17-Feb-2016,"€ 5,000 + 200 #51 No Limit Hold'em HyperturboEuropean Poker Tour - EPT Dublin, Dublin",4th,"$ 15,900"
12-Jan-2016,"$ 25,000 #74 No Limit Hold'em - High Roller 8-HandedPokerStars Caribbean Adventure - PCA 2016, Paradise Island",3rd,"$ 542,160"
26-Oct-2015,"€ 10,000 + 200 #41 No Limit Hold'em   - High Roller - 8 HandedEuropean Poker Tour - EPT Malta, St. Julian’s",13th,"$ 25,770"
10-Jul-2015,"$ 10,000 + 400 No Limit Hold'em - Bellagio Cup XIBellagio Cup XI, Las Vegas",33rd,"$ 18,978"
15-Jun-2015,"$ 5,000 No Limit Hold'em Six Handed (Event #32)46th World Series of Poker - WSOP 2015, Las Vegas",4th,"$ 163,604"
06-May-2015,"€ 25,000 + 500 No Limit Hold'em - High Roller 8 Handed (Event #61)European Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",6th,"$ 286,902"
30-Apr-2015,"€ 98,000 + 2,000 No Limit Hold'em - Super High Roller (Event #14)European Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",4th,"$ 782,465"
24-Mar-2015,"€ 1,000 + 100 #43 No Limit Hold'em - Win the ButtonEuropean Poker Tour - EPT Malta, St. Julian’s",9th,"$ 2,389"
08-Jan-2015,"$ 1,940 + 260 #10 No Limit Hold'em - Turbo Double BubblePokerStars Caribbean Adventure - PCA 2015, Paradise Island",20th,"$ 2,200"
15-Dec-2014,"€ 10,000 + 300 #45 No Limit Hold'em - EPT High RollerEuropean Poker Tour - EPT Prague, Prague",31st,"$ 29,425"
30-Oct-2014,"€ 900 + 90 No Limit Hold'em Gioco Digitale WPT National VeniceWorld Poker Tour - Gioco Digitale WPT National Venice Cà Noghera, Ca' Noghera",9th,"$ 7,891"
14-Oct-2014,"£ 2,000 + 200 #25 No Limit Hold'emEuropean Poker Tour - EPT London, London",2nd,"$ 83,012"
18-Jun-2014,"$ 3,000 No Limit Hold'em (Event #39)45th World Series of Poker - WSOP 2014, Las Vegas",28th,"$ 13,838"
10-Jun-2014,"$ 5,000 No Limit Hold'em - Six Handed (Event #24)45th World Series of Poker - WSOP 2014, Las Vegas",55th,"$ 8,746"
19-Apr-2014,"€ 2,000 + 200 No Limit Hold'em - Deepstack - 8 HandedEuropean Poker Tour - EPT Sanremo, Sanremo",9th,"$ 5,802"
27-Feb-2014,"€ 630 + 70 No Limit Hold'em - Main EventItalian Poker Tour - IPT Saint-Vincent, Saint-Vincent",3rd,"$ 48,026"
25-Jan-2014,"€ 2,250 + 250 No Limit Hold'em - FPS High RollerEuropean Poker Tour - EPT Deauville, Deauville",3rd,"$ 87,313"
24-Oct-2013,"€ 630 + 70 No Limit Hold'em - Main EventItalian Poker Tour - IPT Sanremo, Sanremo",2nd,"$ 130,849"
06-Oct-2013,"£ 5,000 + 250 No Limit Hold'em - Main EventEuropean Poker Tour - EPT London, London",51st,"$ 18,525"
19-Sep-2013,"€ 1,500 + 150 No Limit Hold'em - Main EventPeople's Poker Tour - PPTour Nova Gorcia, Nova Gorica",8th,"$ 12,946"
21-Jun-2013,"$ 2,500 No Limit Hold'em - 4 Handed (Event #38)44th World Series of Poker - WSOP 2013, Las Vegas",43rd,"$ 5,253"
14-Jun-2013,"$ 3,000 No Limit Hold'em - Mixed Max (Event #27)44th World Series of Poker - WSOP 2013, Las Vegas",15th,"$ 18,657"
06-May-2013,"€ 10,000 + 600 No Limit Hold'em - Main EventEuropean Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",19th,"$ 39,338"
29-Apr-2013,"€ 5,000 + 250 No Limit Hold'em - High RollerItalian Poker Tour - IPT Sanremo, Sanremo",1st,"$ 45,574"
27-Mar-2013,"€ 920 + 80 No Limit Hold'em - Venice Super EventWorld Poker Tour - WPT Venice, Venice",3rd,"$ 10,667"
19-Nov-2012,"€ 1,000 + 100 No Limit Hold'emItalian Poker Tour - IPT Nova Gorcia, Nova Gorica",5th,"$ 5,592"
30-Jun-2012,"$ 1,500 No Limit Hold'em (Event #53)43rd World Series of Poker - WSOP 2012, Las Vegas",125th,"$ 4,445"
24-May-2012,"SFr 2,380 + 238 No Limit Hold'em - Main EventItalian Poker Tour - IPT Campione, Campione d'Italia",28th,"$ 3,574"
03-Nov-2011,"€ 1,100 No Limit Hold'em - Main EventItalian Series of Poker - ISOP Stage 2, Nova Gorica",3rd,"$ 28,336"
28-Jul-2011,"€ 2,000 + 200 No Limit Hold'em - Main EventItalian Poker Tour - IPT Sanremo, Sanremo",24th,"$ 6,618"
19-Feb-2011,"€ 1,000 + 100 No Limit Hold'emItalian Poker Tour - IPT Malta, St. Julian’s",3rd,"$ 12,607"
04-Feb-2010,"€ 1,000 + 100 No Limit Hold'em2010 Malta Poker Dream, St. Julian’s",3rd,"$ 52,901"
27-Nov-2009,"No Limit Hold'em - Team EventRed Sea Poker Cup 2009, Sharm el Sheikh",2nd,"$ 1,276"
11-Jul-2009,"€ 1,000 + 100 No Limit Hold'emItalian Rounders Poker Tour - Campione, Campione d'Italia",13th,"$ 2,529"
25-May-2009,"€ 1,000 + 100 Main Event - No Limit Hold'emRed Sea Poker Cup 2009, Sharm el Sheikh",3rd,"$ 23,312"
,,,
12-Jul-2023,"$ 1,500 No Limit Hold'em - Short Deck (Bracelet Event 83)54th World Series of Poker - WSOP 2023, Las Vegas",11th,"$ 6,606"
03-Jul-2023,"$ 10,000 No Limit Hold'em - WSOP Main Event  (Bracelet Event 76)54th World Series of Poker - WSOP 2023, Las Vegas",429th,"$ 37,500"
26-Jun-2023,"$ 3,000 No Limit Hold'em - Freezeout (Bracelet Event 59)54th World Series of Poker - WSOP 2023, Las Vegas",5th,"$ 166,404"
08-Jun-2023,"$ 1,000 Pot Limit Omaha (Bracelet Event 21)54th World Series of Poker - WSOP 2023, Las Vegas",34th,"$ 6,986"
30-Apr-2023,"€ 5,300 No Limit Hold'em - EPT Main Event (Event 19)European Poker Tour - EPT Monte Carlo, Monte Carlo",117th,"$ 12,505"
29-Jan-2023,"$ 5,200 + 5,000 No Limit Hold'em - Mystery Bounty (Event #42)PokerStars Caribbean Adventure - PCA & PSPC 2023, Nassau",14th,"$ 10,200"
25-Sep-2022,"$ 400 No Limit Hold'em - The Closer ONLINE (Online Bracelet Event #32)World Series of Poker - WSOP ONLINE 2022 at GGPoker (International), Online",456th,$ 787
04-Sep-2022,"$ 500 No Limit Hold'em - The BIG 500 ONLINE (Online Bracelet Event #17)World Series of Poker - WSOP ONLINE 2022 at GGPoker (International), Online",126th,"$ 1,990"
28-Aug-2022,"$ 1,500 No Limit Hold'em - Millionaire Maker ONLINE (Online Bracelet Event #13)World Series of Poker - WSOP ONLINE 2022 at GGPoker (International), Online",165th,"$ 5,153"
23-Aug-2022,"$ 5,000 No Limit Hold'em - 6-Handed Championship ONLINE (Online Bracelet Event #8)World Series of Poker - WSOP ONLINE 2022 at GGPoker (International), Online",31st,"$ 11,698"
18-Aug-2022,"€ 25,000 No Limit Hold'em (Event #41)European Poker Tour - EPT Barcelona, Barcelona",4th,"$ 237,707"
16-Jul-2022,"$ 777 No Limit Hold'em - Lucky 7s Second Chance (NV/NJ Only)World Series of Poker - WSOP ONLINE 2022 (US ONLY), Online",37th,"$ 3,248"
03-Jul-2022,"$ 500 No Limit Hold'em - Deepstack (NV/NJ Only)World Series of Poker - WSOP ONLINE 2022 (US ONLY), Online",225th,$ 876
29-Jun-2022,"$ 1,000 No Limit Hold'em - Super Bounty (Event #62)53rd World Series of Poker - WSOP 2022, Las Vegas",166th,"$ 2,291"
21-Jun-2022,"$ 5,000 No Limit Hold'em - 6-Handed (Event #46)53rd World Series of Poker - WSOP 2022, Las Vegas",71st,"$ 10,874"
06-Jun-2022,"$ 50,000 No Limit Hold'em - High Roller 8-Handed (Event #12)53rd World Series of Poker - WSOP 2022, Las Vegas",8th,"$ 151,942"
31-May-2022,"$ 75,000 No Limit Hold'em - High Roller Bounty (Event #2)53rd World Series of Poker - WSOP 2022, Las Vegas",3rd,"$ 498,696"
14-Nov-2021,"$ 7,777 No Limit Hold'em - Lucky 7's High Roller (Event #8) ONLINEWorld Series of Poker - 2021 WSOP Online Gold Bracelet Events, Online",30th,"$ 11,877"
24-Oct-2021,"$ 5,000 No Limit Hold'em - 8 Handed (Event #47)52nd World Series of Poker - WSOP 2021, Las Vegas",10th,"$ 25,168"
15-Oct-2021,"$ 1,500 No Limit 2-7 Lowball (Event #31)52nd World Series of Poker - WSOP 2021, Las Vegas",6th,"$ 13,463"
12-Sep-2021,"$ 210 No Limit Hold'em - WSOP Bounty Double MILLION$ ONLINE (Event #32)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",478th,"$ 1,116"
04-Sep-2021,"$ 777 No Limit Hold'em - $777 LUCKY SEVENS 7-Handed ONLINE (Event #25)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",9th,"$ 14,719"
